gene	SJMMBT044903_D1	SJMMBT044904_D1	SJMMBT047584_D1	SJMMBT047585_D1	SJMMBT047586_D1	SJMMBT047587_D1	SJMMBT044907_D1	SJMMBT044908_D1	SJMMBT044909_D1	SJMMBT044910_D1	SJMMBT044911_D1	SJMMBT045512_D1	SJMMBT044913_D1	SJMMBT044914_D1	SJMMBT044915_D1	SJMMBT044916_D1	SJMMBT045379_D1	SJMMBT047605_D1
Rhox3g-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Rhox3h	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4a	0	0	0	3	4	0	0	4	0	0	1	0	0	4	0	0	0	0
Rhox4b	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Rhox4c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Rhox4e	0	0	1	1	0	0	0	0	1	0	3	0	1	1	0	0	0	0
Rhox4f	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhox4g	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Rhox6	0	0	0	0	0	0	0	0	0	1	3	0	0	3	1	0	1	0
Rhox7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Rhox8	10	7	1	2	1	0	11	2	5	1	9	10	7	5	1	7	1	2
Rhox9	18	8	2	1	3	0	10	2	2	6	9	10	3	13	1	2	16	1
Rhpn1	267	472	230	478	372	289	534	241	267	224	648	328	264	445	950	209	526	342
Rhpn2	146	424	226	201	121	257	170	614	124	65	1020	343	410	176	63	217	770	362
Rian	12522	19064	6346	19203	9274	2890	17346	17260	11816	8915	30046	16491	12224	28713	12722	11719	20827	11263
Ribc1	55	60	17	31	23	17	42	19	22	9	44	17	29	38	130	20	47	18
Ribc2	3	15	1	2	3	5	14	4	5	5	4	0	6	13	11	3	40	4
Ric3	6690	5739	1873	4180	4069	1645	4786	6395	2363	1937	5455	3885	4592	4553	1764	4610	4324	3487
Ric8	4461	3460	1575	2821	3160	2089	3731	2937	1482	1456	3426	2723	3265	4893	2956	3019	3162	1530
Ric8b	2857	2421	1368	1911	1964	6083	2338	2411	1646	1339	3455	1598	2412	2529	3015	2269	2948	1638
Rictor	7642	18264	4115	5762	4176	2541	13336	7380	8246	8216	8197	5503	10962	9355	10123	5359	12215	3763
Rif1	10178	7178	3517	6981	7542	5334	7378	6316	6465	4346	5679	5123	5868	9093	15584	7862	5302	2519
Riiad1	22	27	27	5	44	14	25	25	17	8	29	17	34	31	29	37	43	26
Rilp	42	75	38	35	24	29	42	96	21	20	96	37	66	65	66	44	92	45
Rilpl1	1048	1647	506	951	697	921	1418	852	579	591	1227	728	822	2445	1185	741	1304	626
Rilpl2	849	746	234	472	487	421	676	390	264	323	612	273	423	1060	806	358	514	306
Rimbp2	578	615	245	446	479	545	481	641	358	266	1111	354	445	733	1007	568	862	741
Rimbp3	166	218	75	211	229	250	119	88	155	134	168	103	126	389	149	94	144	168
Rimkla	210	999	364	480	181	423	93	1802	174	102	1935	640	448	266	172	493	1930	728
Rimklb	4199	6658	652	1628	2576	1986	6486	3133	3151	2952	2731	3283	2138	6726	5541	3917	1938	2198
Rims1	1443	2658	1081	1969	952	589	1054	3407	1161	1050	4321	1688	1951	1472	721	2018	3583	2127
Rims2	3808	3981	1639	3060	2468	1180	2835	5771	2933	1917	6618	2986	3698	2978	3018	3657	4848	2947
Rims3	635	2230	1007	1153	1987	1036	399	3015	491	231	4364	1526	1834	335	581	1479	4036	2021
Rims4	2877	1523	979	1344	2065	1003	1067	1420	1598	839	1820	1789	1610	2733	591	1113	1708	1585
Rin1	56	104	39	63	96	100	404	172	56	65	177	78	125	175	188	43	139	33
Rin2	3868	4228	2015	6111	2926	2479	3386	3292	4059	2966	6139	3217	4113	4082	3668	2506	3355	2573
Rin3	114	129	62	59	73	83	246	81	94	75	164	90	151	295	363	85	229	45
Ring1	675	890	327	726	458	390	871	489	501	306	1125	637	459	943	632	522	886	390
Rinl	128	399	63	104	165	96	329	46	176	119	208	78	231	142	222	117	153	54
Rint1	1654	2281	1024	1392	1337	998	2074	1277	1012	920	1950	1025	1539	3044	2245	1213	2813	895
Riok1	1936	2017	721	1341	1146	933	2010	1394	980	869	1384	1084	1462	2545	2378	1194	1917	768
Riok2	2623	2969	805	1780	1656	1140	2497	1814	1218	1107	1722	1581	1956	3170	2877	2118	1938	814
Riok3	5486	5008	1717	3398	4021	2474	4704	6319	1610	1409	4289	3108	5196	6698	3586	4783	5449	2705
Ripk1	2821	1755	781	1163	1456	1002	1946	1180	1001	964	1303	1389	1848	2871	2546	1674	2262	618
Ripk2	3718	553	843	916	1016	398	490	1121	899	364	1367	835	1473	2843	569	1337	1433	486
Ripk3	49	74	8	24	38	35	144	13	34	33	34	37	23	75	145	20	49	11
Ripk4	10	72	15	16	18	4	66	110	18	27	142	43	67	97	23	39	64	31
Ripply1	0	2	0	0	1	15	2	1	0	2	1	2	0	0	1	0	3	0
Ripply2	31	25	12	34	32	9	5	48	22	9	72	21	19	2	16	39	55	25
Ripply3	11	9	5	1	4	35	16	8	5	1	14	5	7	21	36	4	13	5
Rit1	1970	2159	813	1557	1213	1103	2305	1257	1149	995	1693	981	1545	3095	2644	1176	1727	961
Rit2	745	1720	669	781	522	139	57	2681	131	69	3165	899	973	146	99	1082	3298	1824
Rlbp1	1003	429	2954	1623	251	65	175	285	1643	189	8705	914	110	879	327	89	3250	466
Rlf	3273	3165	1897	1796	1862	3235	2937	3419	1592	1304	3659	2069	2484	4849	3899	2072	4302	1715
Rlim	16016	12596	4839	9013	9178	5949	11766	13088	6634	5630	10967	8494	10691	11345	14966	10046	9788	5733
Rln1	27	18	3	5	1	2	26	23	7	3	16	13	5	6	10	6	20	3
Rln3	0	14	0	323	120	0	0	0	0	0	1	11	0	0	0	10	169	1
Rltpr	44	169	71	90	93	46	71	249	51	37	390	128	125	37	107	86	386	156
Rmi1	1259	1090	529	1041	686	655	971	808	751	475	1103	602	883	1168	1620	691	1315	765
Rmnd1	1122	1406	645	1019	669	1521	1034	799	1060	773	1924	702	1213	1241	2440	1109	1495	685
Rmnd5a	4995	9062	2906	5447	5825	3869	6738	6535	4392	4326	8440	4384	5096	6059	6053	3942	7393	4345
Rmnd5b	1924	2019	641	1534	1492	944	1887	1184	810	632	1586	969	1084	2768	1215	1142	1511	885
Rmst	1962	1152	679	496	518	1053	245	2157	98	112	2759	828	990	72	267	1720	2688	1720
Rn5s	56	50	8	20	32	25	54	36	49	30	80	50	44	38	49	37	52	26
Rnase1	3	31	23	13	8	32	11	28	1	1	80	14	5	7	18	17	38	16
Rnase10	1	3	0	2	0	2	7	3	0	4	2	6	2	13	1	6	5	2
Rnase11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase12	1	0	0	2	1	0	0	0	1	0	0	1	1	0	3	0	1	0
Rnase13	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1
Rnase4	1075	1173	376	586	536	673	924	364	664	420	1059	577	1137	1034	939	794	590	610
Rnase6	52	60	12	18	19	6	46	18	27	24	20	17	18	76	22	29	20	13
Rnaseh1	1124	816	240	665	889	2455	877	616	448	361	725	551	549	1267	1155	686	732	331
Rnaseh2a	1198	1923	451	1061	1145	1073	1336	924	579	654	1143	661	963	1422	2427	799	1177	514
Rnaseh2b	2077	2194	638	1300	460	781	2623	897	1185	1110	994	1074	1716	1519	2335	1115	1333	466
Rnaseh2c	285	780	328	431	379	814	791	294	245	218	547	149	342	441	1357	235	401	202
Rnasek	738	1440	511	860	657	425	1175	850	500	434	1504	531	826	1114	1200	554	1537	658
Rnasel	4921	1868	1200	1459	1113	952	1433	1291	1833	1700	1309	2292	3015	3617	1285	2637	2698	1939
Rnaset2a	1844	2622	853	1277	1385	1086	2197	1367	1138	816	2352	1246	1805	3311	1619	1336	1317	857
Rnaset2b	1165	1638	572	887	823	634	1169	877	770	457	1220	761	995	2011	987	832	826	432
Rnd1	563	475	186	427	857	444	248	1326	239	105	1078	649	502	189	172	937	780	684
Rnd2	3466	11290	1602	4096	3197	871	5389	4144	3046	2561	6544	2716	5821	4104	4306	2552	8331	3374
Rnd3	2366	1630	777	642	2115	736	1560	1979	446	462	1294	1044	1520	2234	2666	2528	1916	809
Rnf10	3348	3299	1646	2535	2500	2296	4159	2537	2322	1976	3679	2337	2179	5504	4978	2102	5264	1997
Rnf103	2382	2632	902	1867	1533	1168	2008	2444	1247	1248	2722	1636	1615	2342	1516	1752	2412	1554
Rnf11	3227	4970	2377	2860	2332	5164	2653	5995	1623	1372	6490	3501	3423	4653	2639	3204	7457	3947
Rnf111	2748	2454	937	1771	1607	1636	2841	1824	1758	1568	2144	1868	2234	2880	3112	1809	2459	1095
Rnf112	992	1780	535	1429	925	146	695	968	884	709	1940	983	1272	980	556	471	1615	1263
Rnf113a1	419	290	121	216	257	110	218	195	148	91	253	143	215	246	224	193	178	131
Rnf113a2	949	637	213	506	283	186	656	499	374	281	648	377	372	1048	735	436	519	366
Rnf114	11329	2881	1843	3692	4248	1740	3547	3866	2681	2189	3855	4208	5025	8466	2888	5023	3025	2185
Rnf115	6056	3716	1537	2766	2159	1736	3813	3846	1696	1863	3155	2670	4183	8665	3740	3089	3526	2201
Rnf121	1737	1566	778	1310	1022	942	1523	895	986	679	1740	937	1461	2081	1634	1318	1369	723
Rnf122	2498	3061	680	1502	1825	1571	2867	1235	1023	1782	1189	1250	2959	1905	2529	1471	2316	469
Rnf123	1675	2142	704	1765	1317	1069	1717	1814	945	873	2636	1321	1715	1992	1599	1480	2473	1444
Rnf125	233	124	46	66	51	160	264	296	30	49	159	165	437	298	115	151	191	71
Rnf126	777	676	487	619	707	655	742	729	434	409	1134	562	588	1271	1465	694	1365	535
Rnf128	482	1230	457	541	238	330	656	691	796	714	1844	672	731	854	936	363	1092	541
Rnf13	5521	8412	3072	6033	3314	2656	5610	5756	3364	3047	7050	3775	6138	7933	4868	5188	6213	3900
Rnf130	2262	4799	1597	2269	2029	1483	3649	2420	1460	1540	4056	1903	2228	3556	3873	1707	3395	1791
Rnf133	3	3	7	4	1	5	2	9	2	3	12	5	7	16	1	22	13	5
Rnf135	2796	785	501	877	391	324	769	534	503	379	746	726	1474	2855	418	656	1297	595
Rnf138	2471	1316	414	790	1225	860	1474	1578	702	624	969	1020	1499	2275	1343	2041	1410	654
Rnf139	5283	3255	1451	2656	2217	1688	3109	3157	2122	1561	3113	2963	3175	4306	2939	3078	2755	1581
Rnf14	11869	8352	3605	5541	6499	3505	6369	10977	2799	2534	10155	5467	9712	10905	4714	8961	11698	6949
Rnf141	6083	6568	1759	4892	3288	1457	4809	4102	2584	2241	4250	3074	4303	5952	3057	3945	3777	2561
Rnf144a	5686	3644	1559	2658	3585	3535	4248	2673	3536	2705	3387	2147	3134	4064	3485	2186	3475	2383
Rnf144b	2488	906	709	2186	1196	447	558	1186	1483	951	1795	1379	1325	1375	1858	890	945	1008
Rnf145	10109	10312	2341	4196	7233	5387	9155	4790	3465	3785	5725	4329	5722	11921	9163	4899	6366	3270
Rnf146	4398	3165	1667	3015	2375	1605	2124	4494	2265	2062	4266	2566	3184	3231	3354	3149	3752	2333
Rnf148	12	1	3	3	1	3	2	7	3	0	21	5	14	9	3	26	10	7
Rnf149	1504	1646	471	717	896	906	1775	1297	766	523	1256	933	1061	2085	1472	1014	1130	631
Rnf150	486	1315	415	762	675	359	1103	1225	561	571	1660	754	664	576	1874	763	1290	789
Rnf151	19	13	10	14	9	15	16	16	28	11	34	7	17	15	60	19	24	5
Rnf152	1230	674	394	457	663	622	304	1244	278	229	1189	704	793	586	162	991	1528	673
Rnf157	2247	3922	1623	2480	1805	1421	2319	5038	1624	1019	6769	2302	2832	3437	2189	2785	7034	3436
Rnf165	155	85	54	40	121	135	138	126	109	58	178	64	105	193	114	126	217	57
Rnf166	995	960	367	736	699	421	868	792	368	342	861	520	670	897	1205	607	953	620
Rnf167	1427	2197	1035	1845	1754	1080	1365	1761	1042	927	3342	1299	1325	2365	1185	1270	2250	1304
Rnf168	9440	3172	873	2022	1346	1539	2515	2082	2071	1388	2289	1715	2007	3298	3086	1927	2446	1391
Rnf169	2189	2322	1081	1569	1588	1028	2431	2565	1304	1215	2365	1456	1953	2888	2327	1489	2323	1251
Rnf17	7	59	14	33	217	6	29	189	27	137	188	26	37	39	30	44	56	25
Rnf170	1525	1944	655	1272	831	698	1277	1674	606	619	1747	961	1552	2168	1556	1296	2036	1294
Rnf180	1697	1367	768	2561	2368	1680	920	993	1044	609	1792	1021	875	1871	2980	1324	952	985
Rnf181	2909	3680	874	2079	1658	1461	3185	1750	1582	1417	3482	1365	2124	3133	2417	1345	2527	1514
Rnf182	773	942	313	692	368	324	824	604	554	468	802	563	734	1874	1527	736	752	515
Rnf183	32	26	2	10	10	20	31	4	12	13	18	7	8	241	32	9	32	11
Rnf185	1916	1599	616	1314	1181	839	1568	1581	879	806	1673	1088	1217	2064	1649	1182	1726	688
Rnf187	9367	9458	3103	5820	5364	3502	8058	6607	4596	3367	9320	4527	5362	8760	7668	4728	7714	4683
Rnf19a	4092	3823	1598	2202	2123	1465	3645	3289	1638	1528	3293	2630	2843	4184	6687	2194	4501	1530
Rnf19b	10290	3174	3310	3592	2066	1951	3657	4251	2446	2057	5408	5856	6594	11797	1685	3553	6065	2341
Rnf2	4367	3102	1141	2419	2505	1962	3668	3052	2325	2018	2581	2377	2301	3160	5125	2395	2466	1444
Rnf20	4946	5045	3779	6262	20176	4724	4739	6411	3844	2176	5768	3846	5975	7448	4523	7964	5646	5468
Rnf207	6	130	54	41	18	25	51	143	7	16	259	100	62	26	18	66	274	96
Rnf208	229	494	199	349	232	119	238	675	151	105	1128	297	231	245	79	242	1066	576
Rnf213	133550	31229	38542	68512	37936	20233	58326	43542	67043	46884	44753	65365	122444	175534	14785	124888	57032	36327
Rnf214	2515	2555	938	2095	1734	1320	2529	2345	1646	1643	2837	1924	2266	2766	2812	1854	2860	1627
Rnf215	1681	1590	767	1508	1173	1068	1621	1281	747	725	2451	1083	1140	2942	1568	1524	1618	1071
Rnf216	2260	2873	1274	2807	2305	1877	2750	2119	1948	2177	3370	1607	2347	4446	3794	1914	3477	1893
Rnf217	2818	662	560	745	739	442	648	1030	829	659	1094	1142	1768	1649	1115	907	1029	563
Rnf219	1571	1784	630	971	732	931	1933	831	1016	795	958	870	1042	1243	2410	536	1160	563
Rnf220	2225	2637	1390	2000	1712	2599	1904	2848	1005	908	3934	1877	2164	3470	1351	1708	4152	1860
Rnf222	1	2	6	0	0	0	13	0	0	5	2	4	1	5	2	0	0	0
Rnf24	1309	1072	409	848	835	603	1223	1258	763	659	1299	823	883	1805	1125	931	1336	577
Rnf25	2074	1482	751	1140	1053	924	1199	1158	721	622	1557	909	1264	1391	1602	1102	1293	920
Rnf26	773	570	288	559	950	943	661	731	385	311	661	457	379	493	826	408	600	280
Rnf31	2541	989	815	1247	620	1109	1420	1267	1053	826	1599	1669	1613	2318	1211	1309	1620	805
Rnf32	117	215	157	245	179	188	124	192	151	150	417	135	178	346	241	127	222	191
Rnf34	3449	3119	1097	2219	1110	1061	2443	2231	1211	1433	2922	1841	2322	4915	1996	1687	2989	1552
Rnf38	1794	2362	1636	1865	4203	2383	3230	2211	1972	1510	2664	2072	2604	3944	1770	2627	3892	930
Rnf39	4	5	2	8	3	0	0	12	0	3	11	6	2	1	2	7	13	10
Rnf4	10106	7904	2855	5058	4738	3921	7459	6256	3216	3558	5669	4545	6161	14014	9494	5746	9455	2736
Rnf40	4682	3977	1747	3283	3015	2672	4598	2449	2108	2042	3516	2535	3269	6162	3888	2208	3402	1992
Rnf41	4095	2873	1510	2451	2287	1266	2693	2978	1679	1701	3543	2071	2786	3827	3944	2715	3983	1861
Rnf43	61	86	211	275	27	126	56	250	371	35	942	253	86	52	40	226	154	651
Rnf44	1501	1785	736	1140	1312	1145	3056	1105	1312	1230	1993	1028	1620	3236	2875	1279	3114	630
Rnf5	739	1186	383	957	763	584	1082	587	670	534	1100	471	672	1051	1011	570	852	307
Rnf6	2067	2529	1110	1605	1510	868	1580	2211	866	921	3222	1425	1831	3263	3409	1515	3023	1440
Rnf7	3117	3834	881	2588	2091	1689	2962	2816	1425	1381	3101	1917	2897	2972	3368	2230	2951	1634
Rnf8	2041	2370	781	1585	1413	1042	2113	1881	1223	998	1893	1316	1621	2435	2005	1478	1959	908
Rnft1	1888	1770	646	1379	962	1169	1536	1376	1080	841	1563	1034	1138	1717	2161	1504	1067	647
Rnft2	2041	1993	747	1352	1104	366	1571	1265	1075	845	1650	887	1417	3173	1134	1010	1868	1132
Rngtt	1499	1937	1094	1831	2465	1330	1787	1892	1503	877	2569	1177	2065	2296	2128	2148	2453	877
Rnh1	5830	3906	1963	2129	2306	2337	5054	3085	1239	1400	3683	1912	3912	7121	4128	2467	2923	2017
Rnls	72	274	87	159	84	84	206	119	88	105	262	97	119	103	81	50	163	67
Rnmt	3921	3384	1301	1811	2784	1871	3009	4763	1188	1041	3305	2162	3448	4079	2872	3504	4364	2333
Rnmtl1	643	682	287	545	555	307	538	408	395	281	715	371	519	791	682	486	565	356
Rnpc3	3030	3058	1338	1807	2004	1144	2794	2606	1451	1235	2654	1602	2405	3652	3300	2175	2691	1680
Rnpep	1457	1911	685	1367	854	838	1549	866	1401	881	2260	876	1288	1071	2264	785	1345	806
Rnpepl1	796	890	560	910	836	765	1199	681	715	480	1143	590	666	1085	1169	676	1374	720
Rnps1	3621	4459	1583	3204	3583	2776	4813	2518	1808	1560	2422	2001	2633	4738	4467	2177	2744	953
Rnu73b	114	86	39	58	65	44	145	59	79	76	61	77	115	175	135	67	83	23
Robo1	1000	2369	1110	2203	774	2474	1155	3379	2584	1565	3924	2379	1552	1697	930	2919	3072	2664
Robo2	8838	5509	1270	1318	586	1199	8707	3851	2851	4739	5978	4292	5337	6732	2616	4501	3259	4188
Robo3	27	13	12	10	18	709	6	30	20	9	63	34	40	14	3	46	28	19
Robo4	182	273	72	163	138	322	313	201	164	103	282	159	239	318	373	185	420	95
Rock1	6702	5270	2497	3370	4256	3706	5915	4838	3034	2597	4305	3106	6149	8041	5375	5168	5156	2385
Rock2	11541	7397	2877	6783	3212	10059	8736	7387	5593	4087	7094	6168	5971	11441	12847	8769	7327	4402
Rod1	3930	4253	2759	4766	6656	6969	6837	6179	3646	2149	4369	3504	5153	9270	5902	5095	6995	1270
Rogdi	571	1047	352	788	475	351	506	1010	409	220	1644	574	702	686	441	709	1383	860
Rom1	276	339	143	213	134	213	134	330	50	56	435	133	200	247	151	156	414	191
Romo1	1786	1730	399	1162	1052	748	1437	833	692	621	1565	665	873	1631	1381	812	961	612
Ropn1	0	3	3	0	0	0	0	6	2	0	3	0	2	3	0	1	3	4
Ropn1l	49	38	19	31	28	40	42	26	16	8	40	15	14	32	58	28	35	32
Ror1	46	75	115	174	120	551	452	342	57	51	386	105	56	183	85	60	224	62
Ror2	209	131	199	133	131	644	320	252	211	137	502	222	111	280	450	260	349	161
Rora	4450	4213	2206	3771	2068	1731	2689	8957	2212	1901	6485	4837	5467	4220	3531	5697	6205	3995
Rorb	710	1138	994	891	244	1323	2485	3271	948	556	2568	1404	958	991	8819	1867	1717	953
Rorc	55	264	171	528	104	66	94	362	41	22	318	200	165	81	121	188	412	189
Ros1	1	2	0	0	2	1	0	0	0	1	5	0	3	1	0	0	3	2
Rp1	2	0	0	0	8	2	5	4	0	1	5	1	2	1	3	3	6	1
Rp1l1	0	2	1	0	0	0	8	12	0	4	2	3	2	0	7	0	1	1
Rp2h	2495	3187	901	2044	1642	1514	2817	1293	1851	1536	2017	1460	2246	1999	3252	2062	1596	1089
Rp9	1358	965	345	764	918	577	830	921	586	420	1045	642	841	909	1127	746	909	592
Rpa1	3316	4859	1769	2273	2435	3107	3696	3124	2309	1567	4520	1819	2419	3907	6621	2426	4616	2001
Rpa2	755	1007	492	525	645	1116	768	551	465	330	1177	381	531	991	1665	490	1091	268
Rpa3	627	1019	211	437	646	575	729	297	542	481	607	334	420	647	1156	366	499	272
Rpain	1290	1334	508	924	1017	675	1114	567	649	576	1063	673	1013	1648	1333	893	878	641
Rpap1	1069	1266	619	1261	1362	1195	1687	783	1039	802	1647	849	1194	2740	1884	1022	1390	696
Rpap2	1428	1618	442	881	682	616	1201	829	477	634	1142	723	1091	2513	1142	836	1337	716
Rpap3	1892	1928	720	1335	1346	1068	1427	1595	900	658	1846	1117	1331	1660	2005	1294	1846	854
Rpe	3110	3175	1121	2534	1978	1501	2806	1526	2697	2061	2878	1806	2438	2459	4249	2054	1448	1173
Rpe65	6	6	1	5	17	2	9	44	6	3	23	25	7	69	2	16	21	11
Rpf1	1408	1487	577	1111	1008	828	1539	1039	837	689	1108	891	1069	2156	1820	990	1075	543
Rpf2	1859	1187	542	908	895	955	1085	839	980	707	1194	739	1151	1483	2270	1174	1128	507
Rpgr	874	1195	413	519	742	509	996	870	570	523	1087	584	690	781	937	760	849	536
Rpgrip1	57	46	8	46	60	9	47	7	23	31	16	30	21	27	54	9	20	13
Rpgrip1l	784	2067	510	745	722	719	1529	1091	827	887	1920	709	1188	1082	1880	821	1690	652
Rph3a	61	2832	1636	806	543	544	74	5947	273	50	7394	1400	1686	220	126	1514	7172	3328
Rph3al	12	56	15	10	12	26	40	36	20	13	64	35	16	36	47	20	57	21
Rpia	832	711	222	546	681	380	619	479	582	408	611	488	419	819	1359	552	684	347
Rpl10	9723	12197	4074	7354	7567	5404	11400	5862	6223	5349	9568	5974	7956	7378	13872	5087	6091	3415
Rpl10-ps1	2171	2801	995	1812	1898	1311	2626	1383	1362	1090	2276	1341	1904	1824	3581	1155	1528	833
Rpl10-ps2	47	73	24	37	29	36	55	29	37	33	59	52	53	46	74	25	40	18
Rpl10-ps3	4798	5910	2183	3799	3978	2792	5690	3058	2925	2458	4724	2772	3864	3825	7303	2612	3262	1785
Rpl10a	7008	8050	3364	6628	6496	5692	8712	5319	5387	4017	6542	5313	5596	8580	11453	5420	5457	2049
Rpl10a-ps1	6723	7737	2774	5646	5410	5123	7882	4441	4661	3453	5937	4317	5321	7491	9349	4293	4414	2096
Rpl10a-ps2	11	5	0	1	0	0	3	0	0	1	0	2	2	0	2	1	2	0
Rpl10l	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0
Rpl11	5771	7553	3295	3988	4679	8330	5602	4634	3581	2860	8952	3443	5072	8290	7741	3620	7070	2532
Rpl12	8533	9512	3359	7224	8129	5523	11701	6690	5305	4440	7154	5462	6519	10131	13182	5405	5719	2277
Rpl12-ps1	13	9	3	2	8	1	4	7	11	7	6	5	9	3	6	4	6	1
Rpl12-ps2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
Rpl13	16574	15933	4300	12862	13107	8285	17582	11560	10292	8209	13848	10509	11073	15696	25474	10386	10032	7358
Rpl13-ps1	9	11	7	10	4	8	7	12	10	6	9	9	5	27	12	11	16	10
Rpl13-ps3	268	301	101	294	327	186	305	250	172	140	273	202	196	320	495	227	173	185
Rpl13-ps5	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	0
Rpl13a	35298	35946	12978	24468	27167	21253	34001	21143	15074	14045	29305	16729	24685	37959	36596	17404	19655	10429
Rpl13a-ps1	3	1	0	1	0	2	1	0	4	2	0	6	2	2	2	2	4	1
Rpl14	11530	12738	4410	9432	9709	7578	13480	9130	7013	6439	10942	7546	10678	10329	16419	7486	8072	4295
Rpl14-ps1	5084	5613	2312	4867	5420	3837	5955	4339	2829	2771	4801	3206	5147	5000	7795	3537	3676	2248
Rpl15	9801	14307	3883	8287	13988	7273	15614	7328	6305	6043	8393	6351	7956	8838	18131	6885	7014	3532
Rpl15-ps1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Rpl15-ps2	203	306	66	179	278	167	325	160	167	133	191	148	153	210	476	141	117	72
Rpl15-ps3	3129	4258	1391	3238	4637	2888	5146	2401	1786	1782	2532	1966	2261	3277	6285	2279	2228	1054
Rpl17	8673	7304	2831	4309	7729	5399	7970	6801	4003	3037	6656	4149	7215	7362	7513	5753	6212	3137
Rpl17-ps1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Rpl17-ps3	1130	1069	474	733	1276	959	1113	1067	594	412	994	605	1047	1138	1243	916	1053	585
Rpl17-ps4	107	79	31	37	50	38	85	75	75	40	64	53	96	69	80	44	54	24
Rpl17-ps5	1696	1393	638	897	1678	1162	1667	1393	849	630	1353	879	1482	1559	1534	1233	1279	691
Rpl18	17147	16427	5628	10926	11640	8785	18107	9529	6446	6316	11172	7876	10933	17748	16491	8035	7553	4077
Rpl18-ps1	29	32	13	25	10	26	19	25	19	11	17	24	25	21	73	10	20	8
Rpl18-ps2	554	521	153	323	348	289	596	280	222	184	352	244	333	560	525	266	278	113
Rpl18a	15289	17187	5225	12047	12514	9852	18202	10986	7989	7448	13776	9845	11533	13568	27863	8852	11047	4115
Rpl18a-ps1	4	4	1	10	5	6	10	2	8	3	6	5	7	4	14	5	1	0
Rpl19	14810	18277	6006	10264	10474	8369	17998	9831	8654	8388	14632	9017	11093	16703	19931	8311	10262	4840
Rpl19-ps1	739	881	312	550	488	422	871	536	514	434	655	524	524	865	957	417	529	233
Rpl19-ps11	12073	14455	5160	8739	8872	6973	15151	8647	7228	6608	11667	7728	9280	14524	17509	7427	9041	4182
Rpl19-ps12	2	4	6	6	2	6	6	2	2	1	1	2	1	2	8	4	4	10
Rpl19-ps7	29	48	22	41	29	28	38	23	22	30	26	37	33	46	66	32	40	25
Rpl21	9974	13485	5585	9350	10320	8031	13735	8907	6951	6723	11869	6804	8886	16225	18036	7737	10910	4814
Rpl21-ps1	0	1	1	1	1	0	1	0	0	2	4	2	4	3	0	1	0	1
Rpl21-ps10	30	53	8	29	34	24	31	40	15	17	38	27	30	48	55	21	34	14
Rpl21-ps11	36	46	10	20	23	20	52	21	40	28	30	35	24	55	40	18	23	6
Rpl21-ps12	5	40	14	6	4	9	34	15	7	11	23	12	15	17	18	10	22	11
Rpl21-ps13	0	0	0	0	1	0	0	0	2	2	0	2	1	0	1	3	1	1
Rpl21-ps14	1	1	2	4	4	2	5	3	0	1	7	0	3	5	4	3	6	0
Rpl21-ps15	728	893	416	686	862	626	971	691	500	447	919	499	627	1169	1386	601	928	368
Rpl21-ps3	2	5	0	0	0	3	0	2	3	1	2	1	2	5	5	1	2	3
Rpl21-ps4	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0
Rpl21-ps5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl21-ps6	10	11	3	5	5	9	14	10	6	6	27	11	7	26	18	10	7	4
Rpl21-ps7	17	22	6	15	13	10	14	12	14	11	18	12	14	24	23	13	17	5
Rpl21-ps8	84	161	46	85	93	75	153	95	83	70	119	78	92	143	161	54	102	38
Rpl21-ps9	13	4	5	5	2	5	2	7	5	3	4	2	3	6	7	9	14	10
Rpl22	5837	8506	4057	9544	5964	6764	7288	5401	4504	3541	11306	4706	5709	8797	9185	4079	7960	2933
Rpl22-ps1	29	36	5	8	9	9	39	17	27	28	82	44	23	19	24	8	25	2
Rpl22l1	4063	3813	778	1014	2809	1119	3971	2879	2105	1805	1899	2053	3471	3343	5042	2521	1872	1317
Rpl23	14965	20104	5900	12792	16280	9138	20165	10605	11294	9193	13345	10677	12274	17424	18313	8285	10125	4685
Rpl23a	9087	11608	3775	6772	8682	6861	11252	6612	6739	5660	9639	6469	7126	9615	12527	6404	5763	2585
Rpl23a-ps2	38	29	30	34	22	10	42	29	54	36	50	35	46	64	43	36	47	11
