gene	SJMMBT044903_D1	SJMMBT044904_D1	SJMMBT047584_D1	SJMMBT047585_D1	SJMMBT047586_D1	SJMMBT047587_D1	SJMMBT044907_D1	SJMMBT044908_D1	SJMMBT044909_D1	SJMMBT044910_D1	SJMMBT044911_D1	SJMMBT045512_D1	SJMMBT044913_D1	SJMMBT044914_D1	SJMMBT044915_D1	SJMMBT044916_D1	SJMMBT045379_D1	SJMMBT047605_D1
Copb1	11153	10019	3550	5878	5534	4621	9644	6792	4434	4228	7014	5134	7280	11274	10188	5499	6270	3420
Copb2	11929	8796	2914	6894	6826	6357	9502	7738	4336	3934	7198	5409	7735	8829	11446	6355	7483	3889
Cope	5697	5586	1684	3852	3061	2569	5097	3590	1981	1801	4906	2894	3565	5230	5808	2941	4740	2688
Copg	11530	13924	4195	8678	6608	5198	10874	12664	5149	4730	14431	7112	7842	10384	10195	7888	14275	7763
Copg2	3502	5065	1546	3043	1936	1631	3531	4210	2647	1835	5442	2644	3031	4330	1483	2801	4662	2713
Cops2	10203	8494	2799	5962	4750	4350	7761	8284	4224	4238	7695	5663	6962	10824	8804	5236	6968	3507
Cops3	5498	6003	1800	3694	3211	2260	5317	3858	2910	2423	4483	3087	3305	6006	6602	3212	4144	1940
Cops4	4985	5383	2111	3357	3097	2698	4465	3891	2430	2527	4927	2630	3893	7578	6467	3479	5061	2315
Cops5	5837	5428	1728	3781	3135	2975	5162	4311	2526	2555	4924	3298	4002	5163	6465	3180	4171	2429
Cops6	2676	2805	1113	1750	1577	1588	2337	1844	1213	1064	2890	1354	1725	4243	3339	1527	2663	1209
Cops7a	1756	2624	897	2255	1508	1445	2056	2070	1433	1002	3239	1500	1377	2368	2433	1625	2518	1539
Cops7b	1140	1245	385	796	790	679	1142	646	619	480	773	592	740	1123	1540	660	850	378
Cops8	2966	3237	1121	2212	2197	1534	2755	2711	1678	1202	3305	1844	2007	2650	3620	2066	2972	1639
Copz1	5250	4591	1599	2632	2832	2384	4049	2470	2212	1791	3942	1966	2965	3515	5897	2227	4157	1471
Copz2	41	297	163	84	61	61	402	81	96	81	508	84	95	186	315	67	238	58
Coq10a	809	754	386	564	445	180	443	769	352	318	1092	495	647	826	429	465	1128	631
Coq10b	1491	1407	656	953	840	855	1392	1570	708	595	1609	1034	1151	1537	1524	1030	1100	874
Coq2	2518	2369	1058	1899	1326	868	2476	1436	1346	1118	2032	1498	1666	3838	1929	1545	3003	930
Coq3	1344	889	258	619	722	283	407	770	387	196	814	409	564	984	443	720	796	363
Coq4	429	669	170	392	443	337	587	273	233	215	537	206	357	712	533	357	413	204
Coq5	2264	2569	901	1587	1448	991	1765	1417	898	854	2323	1233	1531	3575	2215	1525	2257	1177
Coq6	1436	1340	409	1005	602	504	1361	1021	713	633	1338	727	822	1688	2087	928	1176	721
Coq7	1489	1358	477	828	871	533	897	1254	483	421	1673	680	1011	1705	1318	979	1392	760
Coq9	2080	2857	850	1800	1593	1475	1992	2148	852	929	2859	1147	1683	2356	2861	1622	2652	1683
Corin	8	41	30	17	12	3	24	47	0	8	265	24	34	14	21	20	75	31
Coro1a	2919	2775	813	1604	1393	1078	2770	1361	1369	932	1924	1211	2369	4029	1862	1346	1256	1169
Coro1b	5748	5534	1697	3517	2572	2272	5240	2402	1866	2063	4223	1742	3733	4365	6212	1775	3473	1840
Coro1c	13012	14512	3474	6017	6621	3764	14627	6814	4528	5201	7041	5574	9750	16368	18591	4077	15135	3528
Coro2a	188	310	199	141	297	65	113	421	133	61	637	279	171	802	423	191	1615	336
Coro2b	227	824	270	311	303	586	458	791	272	206	1045	386	384	290	694	475	1606	590
Coro6	27	484	212	216	97	49	46	900	48	29	1056	279	324	36	48	343	1216	598
Coro7	1026	1448	420	811	693	554	1764	1252	745	634	1225	884	989	2263	1100	881	1819	738
Cort	0	9	2	14	5	2	10	1	4	2	9	3	1	8	25	5	6	4
Cotl1	3349	8234	1797	3276	5067	5178	7955	3705	2467	1830	4789	2426	4729	6753	12310	4154	5230	2162
Cox10	902	907	369	682	626	380	669	948	475	325	953	616	550	1223	850	677	952	450
Cox11	474	510	280	455	519	301	380	539	315	229	711	351	451	553	570	440	677	388
Cox15	1794	1963	666	1539	1119	1001	1858	1041	680	693	1535	822	1355	1863	1878	754	1329	882
Cox16	201	201	64	144	85	65	216	202	117	100	250	129	124	252	260	153	164	96
Cox17	742	2103	446	960	590	694	1612	1090	790	659	1895	751	1193	1588	1552	1091	1688	715
Cox18	1617	920	382	680	692	389	804	745	434	382	847	578	927	2054	945	778	1158	499
Cox19	1202	1485	503	760	886	507	1340	967	426	595	1386	614	987	1735	1503	893	1516	625
Cox4i1	10889	16338	4519	9035	8140	5248	11192	14836	4730	4521	17605	7551	9835	10292	16038	10013	16064	8548
Cox4i2	103	98	14	20	26	53	65	48	61	35	113	34	55	178	114	86	52	26
Cox4nb	1930	2506	824	1388	1629	963	1947	2617	1164	826	2900	1425	1706	2235	3727	1591	3313	1461
Cox5a	5082	4820	1608	3341	2559	2264	3715	4797	1766	1762	5846	2582	3895	4544	3979	3787	4991	2909
Cox5b	4698	5038	1992	3962	3210	1946	5085	4465	1780	1985	6696	2581	3559	4069	4768	4018	5878	3301
Cox6a1	6891	10928	3308	5567	4435	2954	9003	7170	3244	3749	11474	4503	5947	10905	9381	5266	10648	4434
Cox6a2	38	45	31	54	182	12	31	122	29	14	84	72	82	105	51	118	41	49
Cox6b1	7956	9752	2857	5737	4753	3661	6843	6452	3651	3527	9390	4450	6740	9124	7629	5575	6892	3888
Cox6b2	30	181	91	56	41	75	96	37	54	37	179	37	59	27	61	35	103	35
Cox6c	6970	9026	2814	5376	4535	3109	6246	8264	3469	3071	10625	4377	6037	5065	7340	5711	8622	4065
Cox7a1	27	64	15	28	19	24	26	69	8	14	77	22	52	36	28	44	48	30
Cox7a2	4648	5954	1695	3676	3639	2497	3839	4336	2305	2007	6075	2975	3826	3563	5993	3637	4933	2712
Cox7a2l	4793	6315	2510	5063	4523	3176	5094	5558	3395	2382	6931	3617	4628	4828	5792	4189	5383	2877
Cox7b	5367	6603	1966	3986	3113	2638	4218	5410	2525	2440	6937	3288	4856	3744	5727	4034	5567	2967
Cox7b2	20	21	11	25	14	1	10	13	29	17	24	12	27	46	3	11	20	5
Cox7c	4385	5169	1187	2463	2750	1714	3030	3570	2073	1799	4538	2510	3377	4256	4539	2998	4679	1620
Cox8a	6747	10028	2959	5606	4792	3391	8313	7277	2536	2818	10076	3290	5765	5673	10985	3829	7599	4628
Cox8b	1	18	3	10	3	3	2	9	4	0	36	17	2	18	0	25	40	6
Cox8c	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Cp	17230	3134	5541	3082	2809	9587	2680	6696	2613	1742	10223	2805	4227	6156	2608	10693	4034	8504
Cpa1	3	15	0	0	4	5	30	1	11	4	0	3	2	3	21	0	2	0
Cpa2	89	113	40	84	84	66	66	121	15	18	82	65	41	66	123	83	132	75
Cpa3	1	1	1	0	1	0	0	0	1	1	2	0	0	3	1	0	1	2
Cpa4	23	50	15	20	12	11	107	35	19	26	68	39	8	54	101	13	91	42
Cpa5	3	5	2	9	0	4	7	14	0	2	15	4	2	10	12	2	13	6
Cpa6	1	14	4	3	2	2	3	21	0	0	44	8	6	7	2	14	45	12
Cpb1	14	7	5	11	22	4	0	11	1	0	29	5	8	3	2	4	16	6
Cpb2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cpd	11094	18203	6536	7713	8354	6739	18348	8379	7240	6454	14321	6678	11044	15968	10771	6290	10344	5096
Cpe	20244	26343	9786	20781	14047	11182	14994	26748	8278	8333	38543	15176	22687	12656	15463	26847	32727	26599
Cpeb1	1986	2818	971	1492	1291	986	1631	2741	715	801	2528	1692	2073	3268	1155	1722	2493	1609
Cpeb2	2548	3584	1416	2791	1224	967	3320	4006	3071	2591	4765	2059	2645	4075	2354	2044	5785	1885
Cpeb3	642	1441	656	775	594	314	543	2560	511	345	2403	965	1137	773	678	1014	2933	1389
Cpeb4	10818	10410	4376	5706	4403	2847	9464	9047	6059	5609	8562	7282	9465	16310	7870	7101	9978	5194
Cphx	0	0	0	2	3	0	1	1	1	2	0	0	0	0	158	3	13	0
Cplx1	2751	8044	2504	3966	2320	620	578	12265	924	323	13360	4799	3969	564	250	4665	14540	7223
Cplx2	1880	4553	2368	2677	2262	2218	1852	5579	929	727	6716	2814	2919	2698	2813	3935	8127	3854
Cplx3	3	6	1	4	4	0	8	10	1	3	10	8	4	1	5	15	8	10
Cplx4	0	0	0	0	1	0	1	4	0	0	0	1	0	0	4	1	2	0
Cpm	204	1809	1339	975	487	118	790	1060	743	824	2690	491	677	253	773	420	1668	1036
Cpn1	1	11	2	7	7	2	19	4	3	3	5	2	5	5	12	2	7	4
Cpn2	0	1	0	0	1	0	1	0	0	0	0	1	1	6	5	1	1	0
Cpne1	3370	2206	977	2093	2524	1497	3257	1444	1567	1638	2520	1867	2283	3944	2820	1885	1943	1265
Cpne2	1028	1276	332	964	930	561	1570	477	821	865	1028	685	776	2735	1996	680	958	562
Cpne3	10911	3563	2545	4207	4659	2609	3222	4077	3955	2191	4819	2424	4113	6584	4132	4424	4127	1512
Cpne4	293	248	174	131	50	15	134	456	572	401	534	378	344	35	64	124	593	272
Cpne5	67	132	63	48	99	23	66	236	120	55	347	110	154	78	43	124	311	125
Cpne6	93	513	210	186	78	37	17	852	86	54	1469	377	289	21	18	326	1009	675
Cpne7	138	132	77	157	273	177	150	154	73	68	462	166	205	105	244	171	373	189
Cpne8	1129	648	1202	1454	4061	2977	763	1245	720	334	2464	1186	1074	664	2712	2204	840	463
Cpne9	15	488	229	365	222	59	50	949	39	14	855	447	289	50	63	354	1307	336
Cpox	1717	2297	379	803	1118	633	1666	1064	733	517	1475	759	1203	1345	995	833	1826	595
Cpped1	839	1305	534	1370	1027	759	879	1001	610	390	1572	716	1114	1687	717	1254	1581	1052
Cps1	11	5	1	2	4	1	9	16	1	2	10	8	5	4	11	11	27	8
Cpsf1	3533	4153	1847	3211	3333	3057	4462	2707	2289	1884	3983	2518	3001	4380	5818	2849	4324	1715
Cpsf2	6432	4420	1340	3605	2109	1647	5031	3242	2995	2315	3317	2899	3324	7439	8000	3427	3853	1905
Cpsf3	3496	3591	1073	2902	1525	4149	3792	2162	2427	1752	2993	1860	2123	4939	5185	2456	2546	1554
Cpsf3l	1089	1242	695	2571	828	1565	1062	777	651	476	1674	656	738	1509	1506	572	1541	600
Cpsf4	1505	1354	634	961	1154	901	1307	922	716	590	1194	819	967	2218	2014	1040	1506	640
Cpsf4l	6	9	2	2	0	12	16	6	3	7	12	4	5	3	17	6	7	4
Cpsf6	13513	10976	5262	8916	8785	4288	10846	10121	9489	8649	10183	7213	10862	14279	18789	10401	11564	6089
Cpsf7	3063	2875	1446	2515	2291	1920	3414	2606	1567	1682	2914	1783	2454	3925	4486	1649	3149	1708
Cpt1a	2450	4458	1156	3849	2630	3820	3156	2961	1687	1528	3707	2515	1860	3620	6407	2171	2445	2375
Cpt1b	0	5	6	9	8	16	10	5	13	5	21	13	5	14	24	5	28	11
Cpt1c	2619	3170	947	2377	1367	1307	2333	1234	651	680	2235	1000	2124	4570	1499	1463	2254	1448
Cpt2	472	871	369	394	222	648	643	401	221	281	1103	359	505	944	580	308	977	312
Cpvl	1	7	1	9	2	6	10	8	4	3	21	11	3	6	6	10	17	6
Cpxm1	2059	1179	332	1167	734	1766	2022	791	766	1031	1091	1080	881	4689	1552	1066	523	541
Cpxm2	125	1065	2345	401	169	355	543	604	71	250	4200	190	439	323	155	180	1183	435
Cpz	1	3	0	2	0	0	6	3	3	14	1	5	0	3	13	0	6	0
Cr1l	1794	1959	752	1523	1120	942	1635	1220	1155	981	1519	991	1205	1422	1784	1212	1118	741
Cr2	10	61	8	14	4	11	42	22	15	15	32	46	25	5	9	24	55	14
Crabp1	2	51	19	7	6	1	58	45	0	0	137	6	31	9	77	15	37	42
Crabp2	21	123	18	19	19	6	487	30	31	51	53	23	57	72	203	31	81	14
Cradd	344	223	153	213	150	109	153	234	128	102	391	176	250	268	190	384	379	256
Cramp1l	1505	1852	819	1224	1150	1182	2614	1651	1230	1268	1739	1165	1474	2662	2896	1427	2046	603
Crat	2549	3268	1155	2505	2006	2173	3775	1466	1602	1586	2624	1380	2041	4366	3540	1767	2155	1247
Crb1	10	162	28	26	87	65	59	56	12	15	90	48	92	15	26	51	175	39
Crb2	3	92	58	36	103	18	92	148	17	14	336	125	77	55	88	107	204	133
Crb3	4	25	5	7	2	3	3	9	1	5	36	17	19	15	5	16	23	11
Crbn	3386	3965	1353	2891	2813	1469	3009	3980	1996	1795	4128	2670	2953	4004	2575	3081	3864	2477
Crcp	1348	1115	495	804	663	410	1037	925	519	493	1129	688	775	1289	1027	588	1307	602
Crct1	0	1	0	0	1	1	3	1	0	0	5	0	2	0	1	0	3	0
Creb1	6409	6682	2281	4500	5128	3975	6249	3533	4289	3965	4792	3455	4508	4878	8957	4432	3963	2246
Creb3	2810	3105	1657	2299	4257	1835	2556	3352	1272	889	2819	2045	3299	5345	1792	2865	3315	2067
Creb3l1	128	21	56	80	108	76	64	117	52	46	94	64	44	137	106	144	76	60
Creb3l2	1009	2628	677	890	542	641	3578	690	1340	1527	1551	769	958	1871	1994	527	2956	542
Creb3l3	19	23	5	12	30	7	20	9	18	13	22	6	1	19	11	3	20	4
Creb3l4	13	26	9	14	2	17	17	20	5	7	33	15	21	12	43	25	25	11
Creb5	465	381	193	284	545	424	558	390	630	254	405	400	228	536	1371	424	742	110
Crebbp	3876	4351	2078	2907	3120	3352	6465	4155	4432	3564	4836	3627	3687	7559	6071	3659	7474	2704
Crebl2	863	1804	591	1081	648	285	511	2210	462	338	3029	1034	1158	882	342	1022	2540	1693
Crebzf	5938	7409	2104	3734	4280	2605	6888	3491	2868	2900	4498	3255	4832	6164	6382	3789	4583	2479
Creg1	1175	3082	698	1270	875	1141	2419	1311	984	556	2103	945	1594	1899	2874	1481	1404	1077
Creg2	531	1508	672	1310	1638	563	385	1994	1185	505	3259	1271	771	485	303	777	2203	1473
Creld1	1203	1960	545	1270	1043	1152	1824	1025	749	761	2241	701	941	1699	1463	789	1409	849
Creld2	2150	2272	961	1506	1686	1527	2602	899	978	1270	2150	903	1861	1690	2856	800	1471	541
Crem	2455	911	588	632	1157	712	992	1044	435	416	992	709	1780	1962	1014	2025	1405	441
Crh	0	182	127	27	15	5	35	93	0	1	215	25	32	49	18	51	142	123
Crhbp	1	234	68	65	30	15	43	154	11	1	157	106	31	6	27	126	207	72
Crhr1	54	264	80	344	107	20	264	361	332	115	391	595	107	240	12	188	529	210
Crhr2	28	13	16	0	45	12	7	32	3	5	49	36	35	41	14	103	27	10
Crim1	823	1812	1527	1272	750	856	794	3719	1287	790	4499	2041	1590	1015	1359	2010	3530	1876
Crip1	494	829	151	230	296	84	964	163	218	336	517	217	285	2148	616	146	545	178
Crip2	738	736	488	510	663	1728	775	651	331	338	2042	545	488	1787	1458	1243	1673	651
Crip3	13	18	15	23	25	6	14	1	20	9	42	10	15	6	16	15	23	9
Cript	2392	2689	831	1664	1339	945	1934	1859	1188	975	2538	1284	1917	2264	2004	1534	2112	893
Crisp1	0	10	0	1	0	0	1	14	1	1	8	3	14	0	2	5	5	12
Crisp2	0	5	6	4	18	0	6	2	0	4	1	5	7	24	0	1	1	5
Crisp3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Crispld1	41	128	118	70	57	87	67	122	22	66	532	96	105	107	5	83	170	73
Crispld2	1025	500	126	132	232	706	932	396	121	238	440	324	274	3341	844	254	704	104
Crk	13343	12176	3641	8790	7258	4664	11907	8219	6006	5629	8600	7114	8838	15104	10368	7372	9054	5259
Crkl	5120	5252	1629	4365	7033	3185	4814	3182	3549	2875	4016	3330	3852	6067	4877	3556	4144	2483
Crlf1	28	113	52	54	48	520	434	40	16	31	182	84	54	48	140	40	281	32
Crlf2	858	457	268	355	842	510	299	358	149	291	609	442	420	1765	655	560	952	396
Crlf3	1469	1093	606	990	1085	701	1055	974	788	566	1277	789	1062	1757	1933	1044	824	725
Crls1	1501	1366	471	1305	1266	681	1262	1201	1173	929	1364	1162	1038	1834	1492	1193	1139	479
Crmp1	3297	2703	839	2684	5427	1337	4367	2540	1074	1418	2674	1630	2653	6770	4469	1902	2633	1221
Crnkl1	3291	2804	1020	2457	1823	1667	2390	1932	1548	1652	2210	1749	2128	3894	3146	1815	2141	1208
Crocc	196	732	366	551	424	564	375	271	165	108	1200	241	438	557	553	316	873	583
Crot	3694	3499	1588	3087	3023	2537	2173	3058	1510	1742	3388	1971	2828	7034	4612	3733	3490	2507
Crp	2	2	1	0	0	0	0	2	0	0	0	1	1	0	1	0	3	1
Crry-ps	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0
Crtac1	141	1036	321	445	249	145	822	944	105	73	1310	343	679	174	197	272	1282	748
Crtam	25	19	4	16	11	1	16	70	5	2	8	27	18	41	26	37	56	7
Crtap	453	580	222	429	333	608	651	271	387	328	579	362	326	765	990	465	397	171
Crtc1	934	916	429	703	708	630	1053	1010	777	607	1453	761	710	1466	1294	860	1791	735
Crtc2	795	612	364	458	483	374	800	584	353	349	639	417	562	1342	924	468	880	364
Crtc3	1310	621	417	634	660	713	881	893	612	447	989	672	654	1725	921	661	1021	551
Crx	3	5	1	0	2	0	9	0	0	2	0	1	2	1	5	0	6	0
Crxos1	6	1	1	3	2	0	1	5	0	0	1	1	3	3	1	1	3	0
Cry1	1721	988	582	887	882	1282	1217	1624	725	573	1184	1233	1024	1624	1938	807	1656	594
Cry2	1298	1773	922	1539	1505	801	1396	4109	769	646	3269	1609	1564	2598	1421	1777	3626	1704
Cryaa	0	5	0	1	0	0	2	26	1	0	4	5	0	2	0	1	6	1
Cryab	946	1865	1401	2147	779	3091	3383	2998	958	435	5643	1979	3754	2929	388	3440	3171	2033
Cryba1	0	2	0	0	0	1	8	0	0	0	0	0	0	0	0	0	1	1
Cryba2	1	18	1	17	6	2	5	19	2	2	18	15	5	23	0	13	35	15
Cryba4	32	28	15	20	6	11	35	16	26	5	29	10	34	74	21	30	21	30
Crybb1	34	37	37	38	8	21	30	25	53	11	128	35	60	60	11	76	51	85
Crybb2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	3	0
Crybb3	8	28	4	4	22	3	18	11	5	2	13	4	9	26	35	3	11	2
Crybg3	495	763	236	316	494	400	621	716	559	380	742	528	503	784	1422	457	903	278
Cryga	4	0	1	0	1	0	0	1	1	0	1	0	0	1	1	2	0	0
Crygb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0
Cryge	0	2	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Crygn	7	4	4	5	3	7	7	1	2	1	9	1	0	11	4	5	9	6
Crygs	0	1	0	0	1	1	3	1	0	0	3	1	1	1	8	0	2	0
Cryl1	1742	7816	2742	1365	469	210	5698	338	1045	1802	3013	1294	697	3752	1806	228	2127	382
Crym	1693	667	313	53	1838	132	598	208	94	38	331	82	582	5000	59	377	311	95
Cryz	1570	1113	305	1047	611	353	929	731	683	471	1000	591	793	2415	1918	886	830	605
Cryzl1	1241	2797	879	1635	1288	1161	2504	1970	1335	1239	2557	1561	2211	3011	2706	1975	2620	1312
Cs	8917	8817	4237	6541	5918	3643	7537	8563	5009	4408	11136	5089	7361	9629	14151	7459	11660	5572
Csad	661	1183	671	928	497	1392	790	859	610	458	1852	713	1000	1178	1244	984	1858	944
Csda	2345	4133	936	1993	2349	2186	6742	2094	1866	1603	2053	2035	1446	2612	9014	1931	2363	624
Csdc2	883	2176	575	773	1587	857	1444	1716	274	226	2606	653	998	673	3112	1436	2303	1284
Csde1	36889	39907	13095	22896	21000	17673	38260	26409	16488	15824	24074	18691	29917	55440	46950	21170	20217	13289
Cse1l	6153	5175	1816	3712	4398	4486	5081	3467	3885	2783	4459	2725	3794	6463	8043	3645	4268	1671
Csf1	7279	6021	2618	4099	2737	2368	6675	4762	3686	2367	4343	4878	7010	11585	3462	5842	3824	2979
Csf1r	6678	9478	4170	6167	3473	5433	9067	5196	6335	2414	7084	4450	8345	8882	6030	7399	3874	5084
Csf2	1	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0
Csf2ra	623	711	453	609	692	324	883	310	325	288	1046	325	830	875	949	418	861	406
Csf2rb	552	557	238	179	314	222	1116	421	425	204	396	379	676	1370	906	537	391	202
Csf2rb2	173	222	102	45	78	63	470	184	196	93	188	168	294	575	401	219	156	62
Csf3	2	1	0	1	3	0	0	1	3	0	5	2	5	13	13	0	1	0
Csf3r	284	736	334	456	321	648	993	298	656	213	723	366	496	926	694	618	347	275
Csgalnact1	175	491	339	528	237	1438	331	618	413	281	1309	484	332	319	388	781	844	389
Csgalnact2	1848	1504	561	1073	1226	714	1329	1462	971	767	1507	1040	1108	1848	1326	1279	1373	795
Csk	1841	1611	638	1686	1426	1351	2380	1182	1472	1125	1612	1286	1422	2260	2293	951	1886	1084
Csl	3	2	0	0	0	0	0	0	1	3	2	1	1	0	2	1	0	0
Csmd1	733	1216	1113	3059	2745	1856	1080	2688	2693	1687	4693	2278	1342	2531	844	2298	3377	2302
Csmd2	1709	2911	1934	2053	1433	3534	3452	1728	2738	2063	5362	2189	2803	5332	3122	1963	6326	1501
Csmd3	8708	6083	3946	9287	7595	600	3623	7962	7525	4833	8802	5837	6471	6396	6084	7809	6499	5571
Csn1s1	0	0	1	1	0	0	0	1	0	0	0	1	2	4	0	0	19	0
Csn1s2a	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Csn1s2b	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csn2	23	1	6	3	0	1	6	7	0	0	2	1	44	34	0	5	404	38
Csn3	9	171	34	67	27	0	684	71	1	3	71	82	419	106	83	0	2079	29
Csnk1a1	19252	14269	6526	8585	15642	10140	16874	17086	6875	6720	13832	9903	15899	25083	16152	18662	17748	9368
Csnk1d	9631	9601	3428	7143	6519	4321	10956	6293	6088	5500	8164	6756	6884	13338	9750	7134	8536	4832
Csnk1e	8336	7276	2209	4636	5422	3954	8441	4654	3176	2993	5149	4096	5311	7159	8389	4305	6348	2533
Csnk1g1	2701	2009	757	1600	1321	1315	2737	1695	1659	1440	1934	1624	2035	2571	3121	1606	2006	929
Csnk1g2	2567	2484	1181	1697	1583	1893	2202	2062	1264	1099	3090	1503	1713	2785	2908	1409	3765	1670
Csnk1g3	3396	2892	1272	1623	2808	2145	2829	2766	1294	1123	2802	1674	2801	3879	3059	2520	3551	1437
Csnk2a1	14303	12167	3646	9425	8921	5845	11868	8091	8391	7726	9348	7535	10036	17603	13321	7977	7692	4171
Csnk2a1-ps	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Csnk2a2	1010	1098	390	675	826	862	1321	1037	644	616	888	724	799	1212	2306	817	1258	580
Csnk2b	3427	3661	1327	2498	2184	2060	3566	2474	1877	1586	3323	1918	2677	4455	4546	2150	2834	1191
Csnka2ip	3	0	1	4	6	0	0	7	0	3	5	1	1	12	0	2	1	2
Cspg4	21562	12279	8565	33031	16987	6399	18191	6378	25670	10059	16061	15740	7810	30428	14505	5582	12789	15255
Cspg5	60446	15660	6824	43152	21069	8268	8355	13749	26081	15860	25448	22042	22042	36240	22707	23806	8352	25941
Cspp1	2898	3016	1159	1802	1791	1614	2951	2083	2134	1850	2637	1665	2359	2734	4031	2501	2007	1294
Csrnp1	2753	993	809	948	1469	315	1733	2780	712	563	1215	2324	2999	1870	674	2567	2151	588
Csrnp2	3413	2022	771	1496	1796	1008	2078	1766	993	828	1628	1229	1728	2196	2470	1472	1929	775
Csrnp3	2864	3385	1362	2032	3762	970	1477	5116	1964	1732	5236	2107	2898	1742	2313	2523	4684	2581
Csrp1	5482	12673	4636	5336	2682	1153	7347	9017	2964	2283	16148	6029	8335	2195	6336	3934	13257	7134
Csrp2	557	513	160	203	328	390	820	198	243	253	571	240	296	554	1417	262	443	76
Csrp2bp	1884	1879	651	1574	1295	961	1683	1509	1239	859	1633	1316	1444	2686	1945	1107	1989	879
Csrp3	3	2	0	0	0	2	0	0	1	0	6	2	1	0	4	1	3	0
Cst10	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cst11	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0
Cst12	1	6	2	2	3	0	6	1	0	0	3	0	1	0	0	1	13	2
Cst3	24364	35911	17389	18677	20223	29630	21161	58798	14085	18444	71866	19942	22558	29357	18483	46194	26586	27790
Cst6	104	229	57	51	32	26	130	75	17	22	178	46	71	46	660	38	117	44
Cst7	147	910	239	150	365	571	1771	143	437	146	351	214	1049	643	1442	595	122	37
Cst8	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Csta	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Cstad	31	29	7	5	11	9	24	16	6	4	25	15	15	44	20	12	36	21
Cstb	1818	1823	639	867	919	487	1840	1095	802	722	1556	798	1560	2175	2373	846	1595	604
Cstf1	2327	1745	589	1454	1469	961	1989	1383	1139	978	1509	1162	1286	2307	2550	1234	1229	629
Cstf2	10064	10754	3642	8492	6839	4595	8906	7513	8966	5034	8931	7409	7534	7947	10921	7715	7844	4514
Cstf2t	7528	7438	2196	5329	5568	2912	6095	4304	2595	2840	4857	2637	4576	5223	9569	2976	4360	3050
Cstf3	2743	2298	766	1659	1588	1270	2332	1622	1576	1443	1867	1255	1690	3078	3277	1560	1698	846
Cstl1	10	1	3	4	3	7	3	20	0	4	12	0	6	15	6	14	7	7
Ctage5	3822	2943	1099	2464	1190	902	3108	2920	2141	1825	2925	2023	2342	4043	3919	2330	2541	1578
Ctbp1	9956	10373	3428	7280	7200	5210	10016	6679	4119	4276	8019	5305	5945	16238	11965	5321	12323	4441
Ctbp2	3086	2325	1150	2310	2138	2105	2547	1683	1614	1251	2733	1773	1948	3662	3214	1844	2423	1297
Ctbs	1025	1040	254	437	354	295	958	457	439	377	545	484	642	1042	962	525	443	331
Ctcf	5174	4960	1654	4038	4266	2674	5110	3157	3480	3004	3925	3305	3388	5221	7244	3025	4364	2076
Ctcfl	19	19	6	5	6	3	30	7	19	12	27	19	24	24	35	17	24	2
Ctdnep1	1290	1302	496	844	1047	910	1522	817	773	649	1125	771	1000	1860	1553	846	1261	478
Ctdp1	1444	1273	613	808	1244	956	1328	1448	586	436	1229	728	1255	1723	1263	1080	1872	808
Ctdsp1	1094	1315	796	1472	1220	1039	1527	935	826	627	1708	932	846	1238	1578	1091	1608	1157
Ctdsp2	3741	3427	3111	4181	3974	1968	3793	3497	3655	3061	5450	3438	3175	5194	4516	2718	6739	2686
Ctdspl	522	808	380	661	744	446	735	671	566	375	1197	594	492	799	1057	406	1063	484
Ctdspl2	4866	2766	1168	2473	3104	2057	3107	3176	2350	1835	2372	2332	2456	4572	4411	2990	2747	1244
Ctf1	52	110	36	71	43	70	76	37	15	29	84	24	42	53	59	58	34	48
Ctf2	0	3	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0
Ctgf	1021	1160	471	439	375	288	1564	1129	543	811	2028	976	592	1494	653	381	1770	453
Cth	42	98	53	78	128	55	240	179	17	44	225	110	86	32	97	194	193	105
Cthrc1	1705	1837	436	815	790	97	1583	319	829	1122	993	915	1334	2513	806	151	980	369
Ctif	1068	1572	678	684	972	1473	1148	2094	510	399	2492	942	1164	1497	925	1199	3133	1131
